#r w phi
135.84598833610966 -0.0010368292586104928 -1.2569659735131722
120.46692980090491 -0.0020736585172209856 1.7398804947471351
111.3192548006026 -0.0031104877758314784 -0.9026876810242966
102.95535843777063 0.004147317034441971 -0.920976338304995
86.60014934276074 0.0020736585172209856 0.08358992603708189
83.98975299741622 0.0010368292586104928 1.465700743277105
70.08594905250987 -0.005184146293052464 -2.456713434428477
69.1581246710868 0.0031104877758314784 -0.8210411908596743
36.050141344110834 0.005184146293052464 -1.383677854657333
33.043693140251165 0.0072578048102734495 -0.08988129836541464
30.764987241739597 -0.006220975551662957 0.5877406048791907
21.468291828443018 0.006220975551662957 -2.9839385334586157
19.72627042529982 0.010368292586104928 1.481559170985977
17.05052725483709 -0.008294634068883942 -2.715033900085944
16.938303003529803 -0.004147317034441971 -2.4956295929144865
15.580751036142434 -0.0072578048102734495 0.5109777692716292
12.406443807097583 -0.009331463327494434 -0.736228394149077
12.272432942387823 0.008294634068883942 0.03858886226229562
8.767273063589338 -0.013478780361936407 2.942183751714911
8.310895081808788 -0.012441951103325914 -1.9202266142684845
7.8187899193716355 0.015552438879157391 0.2650139494106081
7.811045892712031 0.009331463327494434 1.911249198287874
6.711713856458352 0.012441951103325914 -1.2652015937744423
5.975468270046089 -0.019699755913599362 -1.6519578256442733
5.94250967293379 0.016589268137767885 1.8594838847273765
5.085533342105025 0.020736585172209856 0.49100538380489744
5.0638873082922204 -0.01140512184471542 -2.529527041687033
4.6312378164260535 -0.010368292586104928 0.9887702481389258
4.007216993259588 -0.015552438879157391 2.7940552412129396
3.4233661612017676 -0.023847072948041333 0.2288020841552235
3.356225213457934 0.01866292665498887 1.88543602021325
3.3101357328580474 -0.01866292665498887 0.486734972087534
3.2410062752858697 -0.016589268137767885 1.1666957383913796
3.198668906467412 0.023847072948041333 2.1062663707099305
3.0819492390299232 0.019699755913599362 -2.292078935633282
2.6459593955401934 0.01140512184471542 2.2206226930902653
2.5384714580053185 0.013478780361936407 -0.2747822480677108
2.3914043475473434 0.01762609739637838 -1.6709766086806794
2.31577769474329 -0.020736585172209856 2.2443834338119673
2.298595696064829 0.014515609620546899 -1.8611624513797815
2.2034874461474705 -0.02281024368943084 3.0498241760813776
2.029762662162433 -0.02177341443082035 2.7899140616265665
1.9290196925963765 -0.014515609620546899 0.6763515338656991
1.7767233102887074 -0.026957560723872814 -1.5489830351366825
1.7459449001625058 -0.01762609739637838 0.3639263419669955
1.7143763809488142 0.02177341443082035 2.2051655942656936
1.6999762828286078 -0.024883902206651827 2.6919213711758303
1.5263547508955413 -0.027994389982483305 1.9777470053186967
1.4241299472885172 0.031104877758314782 -1.3539093434251683
1.3585547172721795 -0.04147317034441971 0.3430915969201995
1.2189771132193585 0.030068048499704292 -2.545699969198929
1.1432909108936784 0.03421536553414626 1.7633700275122501
1.1236050943189244 0.02281024368943084 -2.5554268364302657
1.0704136044613226 -0.03732585330997774 -1.2315276818228909
1.0534768155236847 -0.03421536553414626 0.41304889213934187
1.030077314544333 -0.039399511827198724 2.52770258692386
1.0074443041524512 0.02592073146526232 -0.7513226979783487
0.9858610521939625 0.026957560723872814 2.4340375432882366
0.9602102930790709 0.027994389982483305 2.4872885224038455
0.8836256346292312 0.0 -0.5458335239710003
0.8795582179828186 0.03628902405136725 -2.697338739271416
0.8632148303148303 0.04147317034441971 3.037072559651398
0.8484709872216069 0.03525219479275676 -3.1044968421567027
0.8303938662007229 -0.038362682568588234 2.8225656159123895
0.7946528950356228 0.03732585330997774 -2.049733472733987
0.7287593894606729 -0.04458365812025119 -2.087542288710863
0.7235925253848723 0.03214170701692527 0.9778411922534859
0.6749345804426512 -0.03628902405136725 -2.5487433911021085
0.6690199363919964 -0.048730975154693164 0.001518212730174707
0.6361484099871006 0.03317853627553577 1.3709800101392966
0.6246805430802576 -0.03525219479275676 -0.34335226239997124
0.6227810628968943 -0.02592073146526232 0.20257508452550788
0.6174531212095277 -0.031104877758314782 -0.9690939342352376
0.6068802198340255 -0.03214170701692527 1.5738556348359931
0.5890243029135188 -0.040436341085809215 1.290429772464925
0.5536917062917428 -0.029031219241093798 1.5941374576637464
0.5169170248629373 -0.05598877996496661 1.9444628146654104
0.508595195056653 0.0425099996030302 -0.9624998669791918
0.5019406232190134 -0.05909926774079809 -0.08787422680347376
0.5007547560101303 0.038362682568588234 0.28172082605277854
0.49576292756497303 -0.04562048737886168 1.623980895271371
0.49242085562663757 -0.0435468288616407 -1.3662458228301533
0.4738491748949519 -0.06324658477524006 1.8843572970177225
0.4666373773145457 -0.03317853627553577 3.033414262606166
0.452558258596238 -0.0425099996030302 -0.6786721236091176
0.43674485887640646 0.039399511827198724 -1.3198613011264768
0.4331085469034408 -0.062209755516629564 -2.448388512335291
0.43016063480048244 0.04458365812025119 -1.2818612740158806
0.40642018674490366 -0.05495195070635612 -1.7784415361713724
0.36760350857853286 -0.049767804413303654 -2.652032024651412
0.34764862599188157 0.062209755516629564 -1.0485795104623006
0.3457039715919388 -0.05184146293052464 0.20164157574700636
0.340068802301024 -0.06843073106829252 -0.967468066913426
0.3298738486557861 -0.030068048499704292 0.5169397662406884
0.3229095423662002 -0.061172926258019074 -2.029870807309934
0.31503343799476424 0.05391512144774563 -1.5897325119532015
0.31319760379448947 -0.06532024329246106 0.4884997031514765
0.30847692812475086 0.05598877996496661 0.4350164884457583
0.2881555173233315 0.04562048737886168 1.5293871244843629
0.27448133762235394 0.05909926774079809 3.026109442584821
0.27169241057132004 0.05495195070635612 -1.2194000582108884
0.2701141606216705 0.048730975154693164 -1.7347622410130785
0.26993235047485087 -0.05287829218913513 2.2970065513278883
0.26488183076367977 -0.050804633671914144 -2.599222776957107
0.26376036142109593 0.058062438482187596 0.8151219005243336
0.25791305050310737 -0.08087268217161843 1.601160855627653
0.24713375241042615 -0.05391512144774563 -0.9605720581090256
0.2452647866333548 -0.07776219439578695 -3.088901112230252
0.24211608054713715 0.057025609223577106 -0.19321033308670568
0.23450611065057772 -0.06635707255107154 -0.21288404233269856
0.23023993033810283 -0.046657316637472177 -2.9618707776301654
0.22995493013392987 0.06324658477524006 1.471050100797346
0.22737945543635113 0.0435468288616407 -1.1273978726074088
0.22664814005691652 -0.07672536513717647 -0.4205097650298748
0.20712697038211528 0.06532024329246106 0.41143711427590235
0.20632774733283846 -0.06428341403385054 2.732869266571335
0.20322921298483976 -0.060136096999408584 -1.8863840403846537
0.1992021798962993 0.060136096999408584 0.5127222216609472
0.19452829044908332 0.05287829218913513 -1.7685670192046665
0.18338680028345553 0.08605682846467091 -2.8994151643436545
0.1831496670183161 -0.09953560882660731 -1.5871743222763464
0.17881731478696308 -0.09331463327494435 -0.8563141545106959
0.17559729189367562 0.07361487736134499 1.4779015873190782
0.17470943627517402 -0.06739390180968202 2.6082085652081624
0.16204504780857715 -0.09849877956799681 0.5599294163853424
0.15923220350982353 0.05184146293052464 1.145552081333868
0.15894619604279228 -0.04769414589608267 2.584489369559702
0.15876399707594654 -0.09538829179216533 2.8630887013689557
0.15760197868163434 -0.1026460966024388 2.5526688233478403
0.15427985465786803 0.071541218844124 1.359141242295008
0.15003069151547904 -0.09124097475772336 0.5578559788720119
0.1468340851823756 0.07050438958551351 -0.013789877828313896
0.14618556772720825 -0.09020414549911286 0.8237445336729833
0.14524320667254587 -0.08916731624050238 -3.060565146662516
0.14467375909981145 -0.0850199992060604 -2.6501108535302387
0.14218994073197597 0.10679341363688075 -0.3539926481445936
0.1394238845190934 0.09331463327494435 -0.9541467276316175
0.1391651629475498 0.0725780481027345 -3.085352474266403
0.13819882681321835 0.046657316637472177 -3.1111219526307146
0.13810459124794258 -0.07050438958551351 2.052504394659125
0.13293949300299968 0.029031219241093798 2.046412384873853
0.13153499394364843 -0.071541218844124 -2.4869621723133273
0.13110543039107722 -0.12027219399881717 2.3003874897723904
0.12946447340577605 0.07465170661995547 2.6536272223758366
0.12806198098048727 0.08294634068883942 1.3474951911408006
0.12532149660843434 -0.11094073067132272 -1.5629152523128451
0.12407387104578896 0.061172926258019074 2.3889651235790548
0.12367533131356737 -0.07361487736134499 1.3354897074123697
0.12275424058532891 0.07672536513717647 3.116916148139079
0.12065758470067268 -0.08294634068883942 0.27710624824793684
0.11879077050335764 -0.08190951143022893 -0.8887162064409089
0.11691819655391512 0.07568853587856597 -0.8638344375487922
0.11564226125984105 0.09124097475772336 2.8670689511430796
0.11563100114395226 -0.09746195030938633 1.9112771191139155
0.11415019096779613 -0.0839831699474499 -0.4655141243729962
0.11407211588282179 0.06739390180968202 -0.6166180266008053
0.1136866445219611 0.049767804413303654 -0.8105748413755292
0.11089448637575787 -0.06946756032690302 3.1170112744169898
0.11089296137114349 -0.1150880477057647 0.7772906131109498
0.10818267770845225 0.12027219399881717 0.8408195812038766
0.10758643972158097 -0.058062438482187596 2.0970981636067996
0.10706441063316431 -0.1130143891885437 2.898333199720293
0.10209508047815272 0.10368292586104928 -2.2283253265882776
0.09923288659577635 -0.12441951103325913 -2.284094771334607
0.09863560797348624 0.09953560882660731 -1.5408732017454574
0.09528026687192531 0.08087268217161843 2.9646022207448812
0.09410074081202364 -0.11405121844715421 1.8182031719391776
0.094051473835131 -0.12130902325742765 -0.1492966072189252
0.09379840045065131 -0.11197755992993322 2.9861098079751
0.09355606244115051 -0.08605682846467091 -1.5701835858770112
0.0931693944407818 0.040436341085809215 1.7636716007539432
0.09170376190745438 -0.11716170622298568 -1.5530390378586805
0.09052911034646408 0.09538829179216533 0.8584732962640667
0.08879451713046292 0.11716170622298568 -1.2730435294185682
0.08837291423005739 0.09849877956799681 -2.961874364566648
